Marque,Modèle,Année,Kilométrage,Carburant,Boîte_vitesse,Puissance_fiscale,Nombre_portes,Etat_generale,Prix
Peugeot,407,2009.0,0 km,Essence,Manuelle,9,5.0,Occasion,0
Peugeot,Bipper Tepee,2013.0,144 000 km,Essence,Manuelle,5,5.0,Occasion,29800
Dacia,DOKKER,2019.0,45 000 km,Essence,Manuelle,6,5.0,Occasion,1234
Fiat,500,2021.0,18 000 km,Essence,Manuelle,4,3.0,Occasion,1234
Hyundai,I10,2021.0,100 000 km,Essence,Manuelle,5,5.0,Occasion,40700
Chevrolet,TRAX,2019.0,79 000 km,Essence,Manuelle,8,5.0,Occasion,49900
Mitsubishi,Autres,2007.0,387 000 km,Diesel,Automatique,10,3.0,Occasion,0
Citroen,C4,2012.0,300 km,Diesel,Manuelle,5,5.0,Occasion,30500
Seat,Ibiza,2022.0,40 000 km,Essence,Manuelle,4,5.0,Occasion,52000
Mercedes,Classe C,2021.0,42 000 km,Diesel,Automatique,9,5.0,Occasion,111100
Citroen,BERLINGO,2020.0,170 000 km,Diesel,Manuelle,4,5.0,Occasion,47000
Renault,Captur,2014.0,179 000 km,Essence,Manuelle,6,5.0,Occasion,35500
Seat,Ibiza,2023.0,35 000 km,Essence,Automatique,6,5.0,Occasion,0
Volkswagen,Golf,2014.0,188 000 km,Essence,Manuelle,5,5.0,Occasion,47500
Mini,AUTRE,2016.0,52 000 km,Diesel,Manuelle,5,3.0,Occasion,70000
Peugeot,307,2006.0,5 000 km,Essence,Manuelle,6,5.0,Occasion,25000
Seat,Ibiza,2014.0,280 km,Essence,Manuelle,5,5.0,Occasion,280000
Bmw,525,2006.0,324 km,Diesel,Automatique,11,5.0,Occasion,33
Bmw,318,2016.0,60 000 km,Essence,Automatique,7,5.0,Occasion,75000
BYD,F3,2023.0,15 800 km,Essence,Automatique,11,5.0,Occasion,100000
Bmw,316,2014.0,197 000 km,Essence,Automatique,7,5.0,Occasion,70000
Peugeot,Autres,2017.0,200 km,Essence,Manuelle,5,5.0,Occasion,23200
Suzuki,Autres,2020.0,120 000 km,Essence,Manuelle,6,5.0,Occasion,29
Jaguar,XF,2011.0,160 km,Essence,Automatique,17,5.0,Occasion,75
Peugeot,Partner,2019.0,168 000 km,Diesel,Manuelle,5,3.0,Occasion,38000
Tata,TATA XENON X2,2018.0,220 000 km,Diesel,Manuelle,7,3.0,Occasion,27000
Ford,FOCUS,2008.0,311 000 km,Essence,Manuelle,6,5.0,Occasion,25500
Volkswagen,Polo,2015.0,150 km,Essence,Manuelle,4,5.0,Occasion,34500
Mercedes,Classe Cla,2015.0,125 000 km,Diesel,Manuelle,5,5.0,Occasion,97000
Chery,Tiggo,2019.0,130 000 km,Essence,Manuelle,8,5.0,Occasion,43500
Peugeot,206,2009.0,113 000 km,Essence,Automatique,6,5.0,Occasion,21000
Tata,TATA XENON X2,2017.0,320 km,Diesel,Manuelle,7,5.0,Occasion,24
Mercedes,Classe Clk,2000.0,280 000 km,Essence,Manuelle,9,3.0,Occasion,0
Peugeot,505,2003.0,122 km,Diesel,Manuelle,10,5.0,Occasion,9000000
Peugeot,3008,2018.0,201 km,Diesel,Automatique,6,5.0,Occasion,87
Volkswagen,Golf 6,2011.0,216 km,Diesel,Manuelle,5,5.0,Occasion,12345
Citroen,AUTRE,2016.0,250 000 km,Essence,Manuelle,5,5.0,Occasion,26000
Kia,RIO,2021.0,72 000 km,Essence,Manuelle,5,5.0,Occasion,60500
Volkswagen,Jetta,2008.0,208 732 km,Essence,Manuelle,7,5.0,Occasion,32000
Toyota,Corolla,2013.0,900 km,Diesel,Manuelle,7,5.0,Occasion,12800
Peugeot,208,2015.0,170 000 km,Essence,Manuelle,4,5.0,Occasion,27000
Citroen,C4,2006.0,0 km,Essence,Manuelle,6,5.0,Occasion,21000
Ford,KUGA,2019.0,70 000 km,Essence,Manuelle,8,5.0,Occasion,73000
Mini,B,2010.0,140 000 km,Essence,Manuelle,5,3.0,Occasion,25000
Renault,Autres,2017.0,59 000 km,Essence,Automatique,8,5.0,Occasion,58500
Nissan,Qashqai,2010.0,265 000 km,Diesel,Manuelle,6,5.0,Occasion,34500
Renault,Megane,2009.0,280 000 km,Diesel,Manuelle,6,5.0,Occasion,30500
Renault,Megane,2009.0,280 000 km,Diesel,Manuelle,6,5.0,Occasion,30500
Kia,RIO,2015.0,175 000 km,Essence,Automatique,5,5.0,Occasion,40500
Dacia,LOGAN MCV,2018.0,174 000 km,Essence,Manuelle,5,5.0,Occasion,39000
Peugeot,2008,2017.0,168 km,Essence,Manuelle,5,5.0,Occasion,38000
Land rover,EVOQUE,2016.0,165 000 km,Diesel,Automatique,9,5.0,Occasion,130000
Hyundai,I20,2021.0,90 000 km,Essence,Manuelle,5,5.0,Occasion,0
Hyundai,I10,2021.0,200 km,Essence,Manuelle,5,5.0,Occasion,35
Peugeot,207,2011.0,110 000 km,Essence,Manuelle,6,5.0,Occasion,30000
Ford,C MAX,2009.0,270 km,Diesel,Manuelle,6,5.0,Occasion,23
Fiat,DOBLO,2013.0,120 000 km,Diesel,Manuelle,5,3.0,Occasion,19000
Bmw,SERIE 4,2016.0,70 000 km,Diesel,Automatique,10,3.0,Occasion,1234
Renault,Megane,2021.0,80 000 km,Diesel,Manuelle,6,5.0,Occasion,1234
Peugeot,308,2019.0,150 000 km,Diesel,Manuelle,5,5.0,Occasion,56000
Fiat,DOBLO,2015.0,197 000 km,Diesel,Manuelle,4,3.0,Occasion,15000
Volkswagen,Caddy,2005.0,1 km,Diesel,Manuelle,6,3.0,Occasion,23000
Ford,FOCUS,2006.0,360 km,Essence,Manuelle,6,5.0,Occasion,22500
Mercedes,Classe Cls,2007.0,250 000 km,Diesel,Automatique,14,5.0,Occasion,58000
Citroen,DS3,2015.0,110 km,Essence,Manuelle,5,3.0,Occasion,36000
Kia,PICANTO,2014.0,189 500 km,Essence,Manuelle,4,5.0,Occasion,30500
Peugeot,Expert,2008.0,360 km,Diesel,Manuelle,5,3.0,Occasion,23500
Peugeot,Expert,2008.0,360 km,Diesel,Manuelle,5,3.0,Occasion,23500
Chevrolet,AVEO,2014.0,180 000 km,Essence,Manuelle,5,5.0,Occasion,23000
Nissan,Micra,2017.0,155 000 km,Essence,Manuelle,5,5.0,Occasion,30500
Hyundai,I20,2020.0,180 743 km,Essence,Manuelle,5,5.0,Occasion,45000
Kia,RIO,2020.0,194 000 km,Essence,Automatique,6,5.0,Occasion,44500
Kia,RIO,2020.0,204 000 km,Essence,Manuelle,6,5.0,Occasion,45500
Hyundai,I10,2016.0,170 km,Essence,Manuelle,4,5.0,Occasion,29900
Chery,Tiggo,2020.0,89 000 km,Essence,Manuelle,6,3.0,Occasion,40000
Ford,FOCUS,2001.0,400 km,Diesel,Manuelle,7,5.0,Occasion,14500
Peugeot,3008,2019.0,185 000 km,Essence,Automatique,9,5.0,Occasion,78000
Mitsubishi,Pajero,1999.0,200 km,Diesel,Manuelle,11,5.0,Occasion,37000
Volkswagen,Tiguan,1987.0,178 000 km,Diesel,Manuelle,6,3.0,Occasion,11000
Tata,TATA XENON X2 DOUBLE CABINE,2016.0,272 000 km,Diesel,Manuelle,7,5.0,Occasion,32000
Hyundai,TUCSON,2022.0,57 000 km,Essence,Automatique,10,5.0,Occasion,135000
Mercedes,Classe M,2009.0,290 000 km,Diesel,Automatique,15,5.0,Occasion,80000
Ford,FOCUS,2006.0,22 000 km,Essence,Manuelle,6,5.0,Occasion,150000
Nissan,Qashqai,2018.0,120 000 km,Essence,Manuelle,6,5.0,Occasion,62000
Peugeot,407,2011.0,114 km,Diesel,Manuelle,6,5.0,Occasion,30
Renault,Clio,2022.0,95 km,Essence,Manuelle,6,5.0,Occasion,123
Tata,TATA XENON X2,2017.0,250 000 km,Diesel,Manuelle,7,3.0,Occasion,25
Volkswagen,Golf,2021.0,42 300 km,Essence,Manuelle,6,5.0,Occasion,95000
Hyundai,I10,2022.0,50 000 km,Essence,Manuelle,5,5.0,Occasion,45500
Hyundai,I20,2018.0,113 km,Essence,Manuelle,5,5.0,Occasion,44
Hyundai,I10,2022.0,43 000 km,LPG,Manuelle,4,5.0,Occasion,39500
Bmw,316,2014.0,197 000 km,Essence,Automatique,7,5.0,Occasion,63000
Peugeot,3008,2012.0,157 000 km,Essence,Manuelle,7,5.0,Occasion,38000
Ford,C MAX,2009.0,270 km,Diesel,Manuelle,6,5.0,Occasion,23
MG,MG RX8,2023.0,47 000 km,Essence,Automatique,9,5.0,Occasion,68000
Nissan,Qashqai,2020.0,135 000 km,Essence,Automatique,6,5.0,Occasion,71000
Fiat,500,2020.0,65 km,Essence,Manuelle,4,3.0,Occasion,48500
Toyota,Aygo,2022.0,58 000 km,Essence,Manuelle,5,5.0,Occasion,42000
Audi,A4,2010.0,215 000 km,Essence,Manuelle,9,5.0,Occasion,37000
Mercedes,200,2011.0,199 000 km,Essence,Automatique,11,5.0,Occasion,65
Opel,Astra,2001.0,326 000 km,Diesel,Manuelle,5,5.0,Occasion,18000
Bmw,518,2015.0,240 000 km,Diesel,Automatique,7,5.0,Occasion,88000
Fiat,DOBLO,2020.0,190 000 km,Diesel,Manuelle,4,5.0,Occasion,1
Hyundai,I10,2021.0,101 km,Essence,Manuelle,5,5.0,Occasion,38
Audi,Q3,2013.0,160 000 km,Diesel,Automatique,10,5.0,Occasion,95000
Ford,ESCORT,1994.0,76 000 km,Essence,Manuelle,7,5.0,Occasion,5500
Bmw,316,2013.0,139 000 km,Essence,Automatique,7,5.0,Occasion,65000
Peugeot,3008,2020.0,104 000 km,Essence,Automatique,9,5.0,Occasion,76000
Dacia,LOGAN,2014.0,236 000 km,Essence,Manuelle,5,5.0,Occasion,1
Volkswagen,Golf,2013.0,240 km,Essence,Manuelle,5,5.0,Occasion,123
Mercedes,Classe A,2013.0,220 000 km,Essence,Manuelle,7,5.0,Occasion,63500
Peugeot,106,2007.0,0 km,Essence,Manuelle,5,5.0,Occasion,9000
Land rover,DISCOVERY,1999.0,289 000 km,Diesel,Automatique,10,5.0,Occasion,35000
Fiat,BRAVO II,2009.0,470 km,Diesel,Manuelle,5,5.0,Occasion,18700
Peugeot,Autres,2018.0,105 km,Essence,Manuelle,5,5.0,Occasion,30000
Fiat,GRANDE PUNTO,2011.0,200 km,Essence,Manuelle,5,3.0,Occasion,23000
Peugeot,208,2019.0,198 000 km,Essence,Manuelle,5,5.0,Occasion,23000
Volkswagen,Golf,2012.0,146 000 km,Essence,Manuelle,6,3.0,Occasion,55
Citroen,BERLINGO II,2022.0,177 000 km,Diesel,Manuelle,5,3.0,Occasion,42000
Peugeot,Autres,2023.0,60 000 km,Diesel,Manuelle,9,5.0,Occasion,42000
Renault,Clio,2018.0,180 km,Essence,Manuelle,4,5.0,Occasion,40000
Chevrolet,SPARK,2012.0,148 000 km,Essence,Manuelle,5,5.0,Occasion,24000
Dacia,DOKKER,2014.0,247 000 km,Diesel,Manuelle,5,3.0,Occasion,23
Seat,Leon,2016.0,173 km,Essence,Manuelle,6,5.0,Occasion,49500
Ford,FIESTA,2019.0,92 000 km,Essence,Manuelle,4,5.0,Occasion,38500
Opel,Astra,1996.0,233 690 km,Diesel,Manuelle,5,5.0,Occasion,9000
Dacia,SANDERO,2020.0,132 000 km,Diesel,Manuelle,5,5.0,Occasion,50000
Volkswagen,Passat,2011.0,320 000 km,Essence,Manuelle,7,5.0,Occasion,32000
Dacia,LOGAN MCV,2012.0,150 000 km,Diesel,Manuelle,6,5.0,Occasion,12000
Ssangyong,Tivoli,2021.0,80 000 km,Essence,Manuelle,5,5.0,Occasion,60000
Wallyscar,IRIS,2020.0,146 000 km,Essence,Manuelle,4,3.0,Occasion,25500
Peugeot,Partner,2009.0,404 000 km,Diesel,Manuelle,6,3.0,Occasion,16000
Volkswagen,Polo,2014.0,190 000 km,Essence,Manuelle,5,5.0,Occasion,32000
Peugeot,Autres,2021.0,115 000 km,Diesel,Manuelle,6,3.0,Occasion,53000
Dacia,SANDERO,2014.0,155 000 km,Essence,Manuelle,5,5.0,Occasion,38000
Nissan,Qashqai,2016.0,156 000 km,Essence,Manuelle,6,5.0,Occasion,55000
Opel,Astra,2008.0,300 000 km,Diesel,Manuelle,5,3.0,Occasion,23000
Renault,Megane,2010.0,230 km,Diesel,Manuelle,6,5.0,Occasion,32
Renault,Clio,2005.0,344 000 km,LPG,Manuelle,5,5.0,Occasion,22800
Peugeot,Partner,2021.0,101 000 km,Diesel,Manuelle,5,3.0,Occasion,45900
Seat,Leon,2016.0,220 000 km,Essence,Manuelle,6,5.0,Occasion,53000
Peugeot,207,2007.0,190 000 km,Essence,Manuelle,6,5.0,Occasion,21000
Mini,AUTRE,2015.0,54 000 km,Essence,Automatique,5,5.0,Occasion,72000
Peugeot,308,2017.0,144 000 km,Essence,Manuelle,5,5.0,Occasion,36500
Ford,AUTRE,2014.0,270 000 km,Essence,Manuelle,5,5.0,Occasion,20000
Mazda,MAZDA3,2014.0,170 000 km,Essence,Manuelle,6,5.0,Occasion,35000
Bmw,318,2016.0,1 730 000 km,Essence,Automatique,7,5.0,Occasion,70
Volkswagen,Polo,2022.0,191 km,Essence,Manuelle,5,5.0,Occasion,41
Mercedes,Classe Gla,2021.0,34 225 km,Essence,Automatique,8,5.0,Occasion,135
Bmw,316,2010.0,209 000 km,Essence,Manuelle,7,5.0,Occasion,41000
Peugeot,308,2017.0,164 000 km,Diesel,Manuelle,5,5.0,Occasion,47000
Mazda,MAZDA3,2018.0,112 km,Essence,Manuelle,6,5.0,Occasion,55
Chevrolet,CRUZE,2013.0,190 000 km,Essence,Automatique,9,5.0,Occasion,0
Renault,Scenic,2016.0,300 km,Diesel,Manuelle,5,5.0,Occasion,44000
Toyota,Hiace,2019.0,792 000 km,Diesel,Manuelle,8,3.0,Occasion,111111
Peugeot,208,2020.0,125 000 km,Essence,Manuelle,5,5.0,Occasion,31500
Volkswagen,Golf 4,2001.0,450 km,Diesel,Manuelle,5,5.0,Occasion,22
Hyundai,I20,2020.0,138 000 km,Essence,Manuelle,5,5.0,Occasion,50000
Suzuki,Swift,2021.0,92 000 km,Essence,Automatique,5,5.0,Occasion,0
Toyota,Yaris,2018.0,130 000 km,Essence,Manuelle,4,5.0,Occasion,37500
Chevrolet,AUTRE,2021.0,77 250 km,Essence,Manuelle,5,5.0,Occasion,38000
Skoda,Fabia,2016.0,190 000 km,Essence,Manuelle,4,5.0,Occasion,27000
Volkswagen,Golf,2006.0,320 000 km,Essence,Manuelle,5,5.0,Occasion,28000
Mahindra,KUV 100,2022.0,50 000 km,Essence,Manuelle,5,5.0,Occasion,35
Mazda,CX-5,2014.0,200 km,Diesel,Manuelle,9,5.0,Occasion,60
Fiat,PANDA,2016.0,200 km,Essence,Manuelle,4,5.0,Occasion,30
Kia,RIO,2016.0,152 000 km,Essence,Manuelle,5,5.0,Occasion,40000
Fiat,GRANDE PUNTO,2013.0,154 000 km,Essence,Manuelle,4,5.0,Occasion,27000
Volkswagen,Golf 7,2017.0,259 000 km,Essence,Manuelle,5,5.0,Occasion,56000
Toyota,Yaris,2021.0,100 km,Essence,Manuelle,4,5.0,Occasion,43
Fiat,PUNTO,2007.0,250 km,Essence,Manuelle,5,5.0,Occasion,18000
Peugeot,2008,2018.0,150 km,Essence,Manuelle,5,5.0,Occasion,43
Citroen,ZX,1997.0,400 000 km,Essence,Manuelle,5,5.0,Occasion,11000
Chery,QQ,2017.0,100 km,Essence,Manuelle,4,5.0,Occasion,21000
Toyota,Yaris,2017.0,80 000 km,Essence,Manuelle,4,5.0,Occasion,35000
Geely,LC,2018.0,128 km,Essence,Manuelle,6,5.0,Occasion,37
Kia,RIO,2010.0,321 000 km,Essence,Manuelle,6,5.0,Occasion,19500
Seat,Ibiza,2020.0,64 000 km,Essence,Manuelle,4,5.0,Occasion,46500
Seat,Leon,2016.0,188 000 km,Essence,Manuelle,6,5.0,Occasion,24331227
Ford,KA,2012.0,124 000 km,Essence,Manuelle,4,3.0,Occasion,25900
Peugeot,Bipper Tepee,2017.0,157 000 km,Diesel,Manuelle,4,5.0,Occasion,1000
Peugeot,508,2015.0,236 000 km,Essence,Automatique,9,5.0,Occasion,32000
Renault,R5,1984.0,200 km,Essence,Manuelle,4,5.0,Occasion,0
Chery,QQ,2017.0,100 000 km,Essence,Manuelle,4,5.0,Occasion,22
Fiat,PANDA,2020.0,68 000 km,Essence,Manuelle,4,5.0,Occasion,34000
Volkswagen,Polo,2010.0,231 619 km,Essence,Manuelle,4,5.0,Occasion,25500
Opel,Astra,2021.0,65 000 km,Essence,Manuelle,6,5.0,Occasion,123
Opel,Corsa,1998.0,310 km,Essence,Manuelle,4,5.0,Occasion,12200
Mercedes,200,2007.0,310 000 km,Diesel,Manuelle,8,5.0,Occasion,42000
Ford,FIESTA,2014.0,270 000 km,Essence,Manuelle,5,3.0,Occasion,28000
Volkswagen,Golf,2010.0,180 000 km,Essence,Manuelle,5,5.0,Occasion,42000
Volkswagen,Golf,1990.0,444 km,Essence,Manuelle,6,5.0,Occasion,6
Peugeot,307,2003.0,129 000 km,Essence,Manuelle,7,5.0,Occasion,24
Skoda,Fabia,2017.0,63 000 km,Essence,Manuelle,4,5.0,Occasion,45000
Renault,R5,1989.0,400 km,Essence,Manuelle,4,5.0,Occasion,7500
Volkswagen,Passat,2002.0,280 000 km,Diesel,Manuelle,7,5.0,Occasion,19
Volkswagen,Golf 7,2018.0,118 000 km,Essence,Manuelle,5,5.0,Occasion,77000
Kia,RIO,2022.0,40 000 km,Essence,Manuelle,5,5.0,Occasion,58500
Audi,A5 SPORTBACK,2019.0,150 000 km,Essence,Automatique,8,5.0,Occasion,100000
Dacia,SANDERO,2018.0,120 km,Essence,Manuelle,4,5.0,Occasion,35000
Peugeot,Autres,2014.0,123 456 789 km,Diesel,Manuelle,5,5.0,Occasion,21300
Renault,Fluence,2012.0,205 000 km,Diesel,Manuelle,6,5.0,Occasion,28000
Kia,RIO,2010.0,190 km,Essence,Manuelle,6,5.0,Occasion,25
Peugeot,207,2008.0,230 km,Essence,Manuelle,6,5.0,Occasion,21000
Renault,Megane,2019.0,70 000 km,Essence,Automatique,6,5.0,Occasion,65000
Volkswagen,Golf 6,2010.0,340 km,Diesel,Manuelle,5,5.0,Occasion,35800
Peugeot,Partner,2025.0,0 km,Essence,Manuelle,6,5.0,Occasion,15500
MG,MG RX8,2019.0,50 000 km,Essence,Manuelle,7,5.0,Occasion,65000
Fiat,PANDA,2017.0,135 000 km,Essence,Manuelle,4,5.0,Occasion,31000
Volkswagen,Golf 7,2014.0,175 km,Essence,Manuelle,5,5.0,Occasion,0
MG,MG RX8,2020.0,63 000 km,Essence,Manuelle,7,5.0,Occasion,400
Volkswagen,Tiguan,2014.0,119 000 km,Diesel,Automatique,8,5.0,Occasion,79000
Nissan,Navara,2005.0,0 km,Diesel,Manuelle,10,5.0,Occasion,23000
Volkswagen,Polo,2007.0,243 000 km,Essence,Manuelle,5,5.0,Occasion,25500
Mercedes,Classe E,2000.0,340 000 km,Diesel,Manuelle,7,5.0,Occasion,25000
Citroen,C3,2011.0,230 000 km,Essence,Manuelle,5,5.0,Occasion,26500
Audi,A4,2012.0,176 000 km,Essence,Manuelle,7,5.0,Occasion,45000
Kia,RIO,2023.0,6 430 km,Essence,Manuelle,5,5.0,Occasion,65000
Skoda,Autres,2021.0,140 000 km,Essence,Automatique,6,5.0,Occasion,65000
Toyota,Hiace,2011.0,,Diesel,Manuelle,8,3.0,Occasion,0
Chery,Tiggo,2020.0,82 km,Essence,Manuelle,6,5.0,Occasion,39000
Peugeot,Partner,1998.0,0 km,Diesel,Manuelle,6,3.0,Occasion,0
Kia,CERATO,2010.0,220 km,Essence,Manuelle,7,5.0,Occasion,28500
Peugeot,Partner,2000.0,321 000 km,Essence,Manuelle,5,5.0,Occasion,16500
Opel,Corsa,1998.0,280 000 km,Essence,Manuelle,4,5.0,Occasion,10
Mercedes,Classe C,1994.0,350 km,Essence,Manuelle,8,5.0,Occasion,32
Fiat,DOBLO,2022.0,150 000 km,Diesel,Manuelle,5,3.0,Occasion,33500
Citroen,C5,2002.0,3 030 000 000 km,Diesel,Manuelle,6,5.0,Occasion,0
Ford,ECOSPORT,2018.0,75 000 km,Essence,Manuelle,6,5.0,Occasion,60000
Citroen,DS3,2011.0,223 000 km,Essence,Manuelle,5,3.0,Occasion,27500
Seat,Ateca,2023.0,30 000 km,Essence,Automatique,8,5.0,Occasion,115000
Volkswagen,Polo,2010.0,300 km,Essence,Manuelle,4,5.0,Occasion,1
Chevrolet,SPARK,2011.0,123 000 km,Essence,Manuelle,4,5.0,Occasion,23000
Citroen,C5,2002.0,0 km,Diesel,Manuelle,6,5.0,Occasion,0
Citroen,C5,2002.0,0 km,Diesel,Manuelle,6,5.0,Occasion,0
Bmw,SERIE 1 II,2017.0,50 000 km,Essence,Automatique,7,5.0,Occasion,90000
Audi,A4,2016.0,330 000 km,Essence,Automatique,8,5.0,Occasion,70000
Suzuki,Autres,2020.0,130 km,Essence,Manuelle,6,5.0,Occasion,53
Audi,A4 ALLROAD,2008.0,220 000 km,Essence,Manuelle,9,5.0,Occasion,33000
Audi,A4,2013.0,234 111 km,Essence,Manuelle,7,5.0,Occasion,35000
Peugeot,206,2011.0,201 582 km,Essence,Manuelle,4,5.0,Occasion,24300
Renault,Clio,2010.0,11 111 km,Essence,Manuelle,6,5.0,Occasion,17
Fiat,AUTRE,2006.0,200 000 km,Essence,Manuelle,5,5.0,Occasion,14000
Suzuki,Swift,2017.0,171 000 km,Essence,Manuelle,5,5.0,Occasion,35000
Mercedes,Autres,2015.0,160 km,Essence,Manuelle,4,5.0,Occasion,22
Renault,Clio,2012.0,175 000 km,Essence,Automatique,5,5.0,Occasion,28000
Suzuki,Alto,2020.0,120 000 km,Essence,Manuelle,6,5.0,Occasion,29
Mercedes,Classe A,2019.0,48 000 km,Essence,Automatique,8,5.0,Occasion,128
Jaguar,XF,2013.0,245 000 km,Essence,Automatique,15,5.0,Occasion,80000
Volkswagen,Passat,2006.0,147 000 km,Essence,Automatique,10,5.0,Occasion,34000
Volkswagen,Polo,2011.0,210 000 km,Essence,Manuelle,5,5.0,Occasion,32500
Ford,FUSION,2009.0,1 km,Essence,Manuelle,5,5.0,Occasion,24
Peugeot,Bipper Tepee,2017.0,134 km,Diesel,Manuelle,5,3.0,Occasion,25000
Mini,AUTRE,2009.0,1 km,Essence,Manuelle,7,3.0,Occasion,28
Peugeot,Partner,2020.0,197 000 km,Diesel,Manuelle,5,5.0,Occasion,38000
Volkswagen,Touareg,2021.0,160 000 km,Diesel,Manuelle,6,5.0,Occasion,1111
BYD,F1,2021.0,120 000 km,Essence,Automatique,9,5.0,Occasion,65000
Nissan,Micra,2018.0,210 000 km,Essence,Manuelle,4,5.0,Occasion,25200
BYD,F3,2022.0,1 547 km,Essence,Automatique,11,5.0,Occasion,134000
Volvo,V60,2011.0,85 000 km,Diesel,Manuelle,9,5.0,Occasion,60000
Ford,FOCUS,2013.0,174 km,Essence,Manuelle,7,5.0,Occasion,34
Peugeot,Bipper Tepee,2017.0,134 km,Diesel,Manuelle,5,3.0,Occasion,25000
Mahindra,KUV 100,2020.0,153 000 km,Essence,Manuelle,5,5.0,Occasion,30000
Ford,MONDEO,1997.0,400 km,Diesel,Manuelle,5,5.0,Occasion,14
Fiat,GRANDE PUNTO,2012.0,230 km,Essence,Manuelle,4,5.0,Occasion,24000
Fiat,PANDA,2021.0,52 km,Essence,Manuelle,5,5.0,Occasion,44000
Toyota,Land Cruiser,2000.0,430 000 km,Diesel,Automatique,12,5.0,Occasion,71500
Kia,AUTRE,2022.0,76 000 km,Essence,Manuelle,4,5.0,Occasion,72000
MG,MG RX8,2019.0,94 000 km,Essence,Automatique,7,5.0,Occasion,60000
Volkswagen,Polo,2015.0,98 000 km,Essence,Manuelle,4,5.0,Occasion,37000
Volkswagen,Polo,2022.0,158 000 km,Essence,Manuelle,4,5.0,Occasion,45000
Volkswagen,Caddy,2014.0,390 km,Diesel,Manuelle,5,3.0,Occasion,30
Fiat,GRANDE PUNTO,2013.0,300 km,Essence,Manuelle,5,5.0,Occasion,20
Volkswagen,Golf,1995.0,135 000 km,Essence,Manuelle,5,5.0,Occasion,9400
Mahindra,KUV 100,2023.0,44 500 km,Essence,Manuelle,5,5.0,Occasion,37300
Opel,Astra,2016.0,56 000 km,Essence,Manuelle,8,5.0,Occasion,47000
Peugeot,308,2020.0,167 000 km,Diesel,Manuelle,6,5.0,Occasion,50
Fiat,PALIO WEEKEND,2010.0,350 000 km,Essence,Manuelle,5,5.0,Occasion,12000
Nissan,Micra,2013.0,177 700 km,Essence,Manuelle,5,5.0,Occasion,26000
Peugeot,3008,2021.0,141 000 km,Diesel,Manuelle,7,5.0,Occasion,80000
Fiat,DOBLO,2014.0,20 000 km,Diesel,Manuelle,5,3.0,Occasion,19
Toyota,Hiace,2025.0,2 278 km,Diesel,Manuelle,10,5.0,Occasion,90000
Volkswagen,Polo,1995.0,100 000 km,Essence,Manuelle,5,5.0,Occasion,5800
Volkswagen,Jetta,2013.0,220 000 km,Essence,Manuelle,6,5.0,Occasion,42000
Kia,RIO,2022.0,68 000 km,Essence,Manuelle,5,5.0,Occasion,55000
Peugeot,106,1995.0,320 km,Essence,Manuelle,4,5.0,Occasion,11500
Peugeot,508,2013.0,170 000 km,Essence,Automatique,7,5.0,Occasion,32300
Toyota,Hiace,2015.0,300 000 km,Diesel,Manuelle,10,3.0,Occasion,95000
Nissan,Navara,2010.0,330 km,Diesel,Manuelle,8,5.0,Occasion,55000
Mahindra,KUV 100,2020.0,105 000 km,Essence,Manuelle,5,5.0,Occasion,28000
Mahindra,KUV 100,2020.0,105 000 km,Essence,Manuelle,5,5.0,Occasion,28000
Renault,Clio,2013.0,157 000 km,Essence,Manuelle,5,5.0,Occasion,36500
Seat,Ibiza,2020.0,19 000 km,Essence,Manuelle,4,5.0,Occasion,55000
Mercedes,Classe Gl,2008.0,96 000 km,Diesel,Automatique,15,5.0,Occasion,129000
Dacia,LOGAN MCV,2021.0,5 000 km,Essence,Manuelle,5,5.0,Occasion,50
Citroen,C3,2006.0,200 000 km,Essence,Manuelle,5,5.0,Occasion,2100000
Volkswagen,Golf 7,2014.0,240 km,Essence,Manuelle,5,5.0,Occasion,54000
Renault,Clio,2007.0,192 000 km,Essence,Manuelle,5,5.0,Occasion,0
Chevrolet,AVEO,2012.0,180 km,Essence,Manuelle,5,5.0,Occasion,27500
Volkswagen,Golf,2003.0,226 000 km,Essence,Manuelle,5,5.0,Occasion,28
Fiat,DOBLO,2024.0,70 000 km,Diesel,Manuelle,5,3.0,Occasion,41900
Peugeot,Bipper Tepee,2014.0,229 000 km,Diesel,Manuelle,6,5.0,Occasion,0
Kia,PICANTO,2017.0,139 000 km,Essence,Manuelle,4,5.0,Occasion,32000
Audi,A4,2012.0,200 000 km,Essence,Manuelle,7,5.0,Occasion,38500
Suzuki,Autres,2022.0,45 000 km,Essence,Manuelle,4,5.0,Occasion,34000
Seat,Ibiza,2019.0,200 km,Essence,Manuelle,4,5.0,Occasion,36
Renault,Megane,2021.0,115 500 km,Essence,Automatique,7,5.0,Occasion,60000
Fiat,DOBLO CARGO,2021.0,121 000 km,Diesel,Manuelle,5,3.0,Occasion,33500
Dacia,DUSTER,2014.0,200 km,Diesel,Manuelle,6,5.0,Occasion,36500
Volkswagen,Polo,2006.0,188 000 km,Essence,Manuelle,4,5.0,Occasion,0
Kia,PICANTO,2010.0,188 km,Essence,Automatique,5,5.0,Occasion,22
Mercedes,Classe A,2019.0,144 000 km,Essence,Automatique,9,5.0,Occasion,10
Fiat,500,2018.0,112 000 km,Essence,Automatique,4,5.0,Occasion,38000
